
Notice! No wallet available. `solana airdrop` localnet SOL after creating one

Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: G9FNosWSkYoQahqM7bzTXTNncmKdqkaLrQnuC9ff1EFp
Genesis Hash: DunuxmPX7R419LfdbFK1Px2gEap9aTwaNawUxraSTmUu
Version: 3.0.15
Shred Version: 12422
Gossip Address: 127.0.0.1:8000
TPU Address: 127.0.0.1:8003
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:00:03 | Processed Slot: 2 | Confirmed Slot: 2 | Finalized Slot: 0 | Full Snapshot Slot: - | Incremental Snapshot Slot: - | Transactions: 1 | ◎499.999995000
00:01:14 | Processed Slot: 134 | Confirmed Slot: 134 | Finalized Slot: 103 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 136 | ◎499.999342500
00:01:14 | Processed Slot: 134 | Confirmed Slot: 134 | Finalized Slot: 103 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 136 | ◎499.999342500
00:01:14 | Processed Slot: 134 | Confirmed Slot: 134 | Finalized Slot: 103 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 136 | ◎499.999342500
00:01:15 | Processed Slot: 134 | Confirmed Slot: 134 | Finalized Slot: 103 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 136 | ◎499.999342500
00:01:15 | Processed Slot: 134 | Confirmed Slot: 134 | Finalized Slot: 103 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 136 | ◎499.999342500
00:01:15 | Processed Slot: 135 | Confirmed Slot: 135 | Finalized Slot: 104 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 137 | ◎499.999337500
00:01:15 | Processed Slot: 135 | Confirmed Slot: 135 | Finalized Slot: 104 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 137 | ◎499.999337500
00:01:16 | Processed Slot: 135 | Confirmed Slot: 135 | Finalized Slot: 104 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 137 | ◎499.999337500
00:01:16 | Processed Slot: 136 | Confirmed Slot: 136 | Finalized Slot: 105 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 138 | ◎499.999332500
00:01:16 | Processed Slot: 136 | Confirmed Slot: 136 | Finalized Slot: 105 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 138 | ◎499.999332500
00:01:16 | Processed Slot: 137 | Confirmed Slot: 137 | Finalized Slot: 106 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 139 | ◎499.999327500
00:01:17 | Processed Slot: 137 | Confirmed Slot: 137 | Finalized Slot: 106 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 139 | ◎499.999327500
00:01:17 | Processed Slot: 138 | Confirmed Slot: 138 | Finalized Slot: 107 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 140 | ◎499.999322500
00:01:17 | Processed Slot: 138 | Confirmed Slot: 138 | Finalized Slot: 107 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 140 | ◎499.999322500
00:01:18 | Processed Slot: 139 | Confirmed Slot: 138 | Finalized Slot: 108 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 141 | ◎499.999317500
00:01:18 | Processed Slot: 139 | Confirmed Slot: 139 | Finalized Slot: 108 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 141 | ◎499.999317500
00:01:18 | Processed Slot: 139 | Confirmed Slot: 139 | Finalized Slot: 108 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 141 | ◎499.999317500
00:01:18 | Processed Slot: 139 | Confirmed Slot: 139 | Finalized Slot: 108 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 141 | ◎499.999317500
00:01:19 | Processed Slot: 140 | Confirmed Slot: 140 | Finalized Slot: 109 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 142 | ◎499.999312500
00:01:19 | Processed Slot: 140 | Confirmed Slot: 140 | Finalized Slot: 109 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 142 | ◎499.999312500
00:01:19 | Processed Slot: 141 | Confirmed Slot: 140 | Finalized Slot: 110 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 143 | ◎499.999312500
00:01:19 | Processed Slot: 141 | Confirmed Slot: 141 | Finalized Slot: 110 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 143 | ◎499.999307500
00:01:20 | Processed Slot: 141 | Confirmed Slot: 141 | Finalized Slot: 110 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 143 | ◎499.999307500
00:01:20 | Processed Slot: 142 | Confirmed Slot: 142 | Finalized Slot: 111 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 144 | ◎499.999302500
00:01:20 | Processed Slot: 142 | Confirmed Slot: 142 | Finalized Slot: 111 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 144 | ◎499.999302500
00:01:20 | Processed Slot: 143 | Confirmed Slot: 143 | Finalized Slot: 112 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 145 | ◎499.999297500
00:01:21 | Processed Slot: 143 | Confirmed Slot: 143 | Finalized Slot: 112 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 145 | ◎499.999297500
00:01:21 | Processed Slot: 144 | Confirmed Slot: 144 | Finalized Slot: 113 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 146 | ◎499.999292500
00:01:21 | Processed Slot: 144 | Confirmed Slot: 144 | Finalized Slot: 113 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 146 | ◎499.999292500
00:01:21 | Processed Slot: 145 | Confirmed Slot: 145 | Finalized Slot: 114 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 147 | ◎499.999287500
00:01:22 | Processed Slot: 145 | Confirmed Slot: 145 | Finalized Slot: 114 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 147 | ◎499.999287500
00:01:22 | Processed Slot: 146 | Confirmed Slot: 146 | Finalized Slot: 115 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 148 | ◎499.999282500
00:01:22 | Processed Slot: 146 | Confirmed Slot: 146 | Finalized Slot: 115 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 148 | ◎499.999282500
00:01:23 | Processed Slot: 147 | Confirmed Slot: 147 | Finalized Slot: 116 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 149 | ◎499.999277500
00:01:23 | Processed Slot: 147 | Confirmed Slot: 147 | Finalized Slot: 116 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 149 | ◎499.999277500
00:01:23 | Processed Slot: 147 | Confirmed Slot: 147 | Finalized Slot: 116 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 149 | ◎499.999277500
00:01:23 | Processed Slot: 148 | Confirmed Slot: 148 | Finalized Slot: 117 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 150 | ◎499.999272500
00:01:24 | Processed Slot: 148 | Confirmed Slot: 148 | Finalized Slot: 117 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 150 | ◎499.999272500
00:01:24 | Processed Slot: 149 | Confirmed Slot: 149 | Finalized Slot: 118 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 151 | ◎499.999267500
00:01:24 | Processed Slot: 149 | Confirmed Slot: 149 | Finalized Slot: 118 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 151 | ◎499.999267500
00:01:24 | Processed Slot: 150 | Confirmed Slot: 149 | Finalized Slot: 119 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 152 | ◎499.999267500
00:01:25 | Processed Slot: 150 | Confirmed Slot: 150 | Finalized Slot: 119 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 152 | ◎499.999262500
00:01:25 | Processed Slot: 150 | Confirmed Slot: 150 | Finalized Slot: 119 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 152 | ◎499.999262500
00:01:25 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:25 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:26 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:26 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:26 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:26 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:27 | Processed Slot: 151 | Confirmed Slot: 151 | Finalized Slot: 120 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 153 | ◎499.999257500
00:01:27 | Processed Slot: 152 | Confirmed Slot: 152 | Finalized Slot: 121 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 154 | ◎499.999252500
00:01:27 | Processed Slot: 152 | Confirmed Slot: 152 | Finalized Slot: 121 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 154 | ◎499.999252500
00:01:27 | Processed Slot: 152 | Confirmed Slot: 152 | Finalized Slot: 121 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 154 | ◎499.999252500
00:01:28 | Processed Slot: 152 | Confirmed Slot: 152 | Finalized Slot: 121 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 154 | ◎499.999252500
00:01:28 | Processed Slot: 152 | Confirmed Slot: 152 | Finalized Slot: 121 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 154 | ◎499.999252500
00:01:28 | Processed Slot: 153 | Confirmed Slot: 153 | Finalized Slot: 122 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 155 | ◎499.999247500
00:01:29 | Processed Slot: 153 | Confirmed Slot: 153 | Finalized Slot: 122 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 155 | ◎499.999247500
00:01:29 | Processed Slot: 154 | Confirmed Slot: 154 | Finalized Slot: 123 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 156 | ◎499.999242500
00:01:29 | Processed Slot: 154 | Confirmed Slot: 154 | Finalized Slot: 123 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 156 | ◎499.999242500
00:01:29 | Processed Slot: 155 | Confirmed Slot: 154 | Finalized Slot: 124 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 157 | ◎499.999242500
00:01:30 | Processed Slot: 155 | Confirmed Slot: 155 | Finalized Slot: 124 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 157 | ◎499.999237500
00:01:30 | Processed Slot: 156 | Confirmed Slot: 156 | Finalized Slot: 125 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 158 | ◎499.999232500
00:01:30 | Processed Slot: 156 | Confirmed Slot: 156 | Finalized Slot: 125 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 158 | ◎499.999232500
00:01:30 | Processed Slot: 157 | Confirmed Slot: 157 | Finalized Slot: 126 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 159 | ◎499.999227500
00:01:31 | Processed Slot: 157 | Confirmed Slot: 157 | Finalized Slot: 126 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 159 | ◎499.999227500
00:01:31 | Processed Slot: 158 | Confirmed Slot: 158 | Finalized Slot: 127 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 160 | ◎499.999222500
00:01:31 | Processed Slot: 158 | Confirmed Slot: 158 | Finalized Slot: 127 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 160 | ◎499.999222500
00:01:31 | Processed Slot: 159 | Confirmed Slot: 159 | Finalized Slot: 128 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 161 | ◎499.999217500
00:01:32 | Processed Slot: 159 | Confirmed Slot: 159 | Finalized Slot: 128 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 161 | ◎499.999217500
00:01:32 | Processed Slot: 159 | Confirmed Slot: 159 | Finalized Slot: 128 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 161 | ◎499.999217500
00:01:32 | Processed Slot: 159 | Confirmed Slot: 159 | Finalized Slot: 128 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 161 | ◎499.999217500
00:01:32 | Processed Slot: 160 | Confirmed Slot: 160 | Finalized Slot: 129 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 162 | ◎499.999212500
00:01:33 | Processed Slot: 160 | Confirmed Slot: 160 | Finalized Slot: 129 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 162 | ◎499.999212500
00:01:33 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:33 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:33 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:34 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:34 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:34 | Processed Slot: 161 | Confirmed Slot: 161 | Finalized Slot: 130 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 163 | ◎499.999207500
00:01:35 | Processed Slot: 162 | Confirmed Slot: 162 | Finalized Slot: 131 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 164 | ◎499.999202500
00:01:35 | Processed Slot: 162 | Confirmed Slot: 162 | Finalized Slot: 131 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 164 | ◎499.999202500
00:01:35 | Processed Slot: 162 | Confirmed Slot: 162 | Finalized Slot: 131 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 164 | ◎499.999202500
00:01:35 | Processed Slot: 162 | Confirmed Slot: 162 | Finalized Slot: 131 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 164 | ◎499.999202500
00:01:36 | Processed Slot: 162 | Confirmed Slot: 162 | Finalized Slot: 131 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 164 | ◎499.999202500
00:01:36 | Processed Slot: 163 | Confirmed Slot: 163 | Finalized Slot: 132 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 165 | ◎499.999197500
00:01:36 | Processed Slot: 163 | Confirmed Slot: 163 | Finalized Slot: 132 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 165 | ◎499.999197500
00:01:36 | Processed Slot: 163 | Confirmed Slot: 163 | Finalized Slot: 132 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 165 | ◎499.999197500
00:01:37 | Processed Slot: 163 | Confirmed Slot: 163 | Finalized Slot: 132 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 165 | ◎499.999197500
00:01:37 | Processed Slot: 164 | Confirmed Slot: 164 | Finalized Slot: 133 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 166 | ◎499.999192500
00:01:37 | Processed Slot: 164 | Confirmed Slot: 164 | Finalized Slot: 133 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 166 | ◎499.999192500
00:01:37 | Processed Slot: 164 | Confirmed Slot: 164 | Finalized Slot: 133 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 166 | ◎499.999192500
00:01:38 | Processed Slot: 164 | Confirmed Slot: 164 | Finalized Slot: 133 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 166 | ◎499.999192500
00:01:38 | Processed Slot: 164 | Confirmed Slot: 164 | Finalized Slot: 133 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 166 | ◎499.999192500
00:01:38 | Processed Slot: 165 | Confirmed Slot: 165 | Finalized Slot: 134 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 167 | ◎499.999187500
00:01:38 | Processed Slot: 165 | Confirmed Slot: 165 | Finalized Slot: 134 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 167 | ◎499.999187500
00:01:39 | Processed Slot: 165 | Confirmed Slot: 165 | Finalized Slot: 134 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 167 | ◎499.999187500
00:01:39 | Processed Slot: 165 | Confirmed Slot: 165 | Finalized Slot: 134 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 167 | ◎499.999187500
00:01:39 | Processed Slot: 165 | Confirmed Slot: 165 | Finalized Slot: 134 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 167 | ◎499.999187500
00:01:39 | Processed Slot: 166 | Confirmed Slot: 166 | Finalized Slot: 135 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 168 | ◎499.999182500
00:01:40 | Processed Slot: 166 | Confirmed Slot: 166 | Finalized Slot: 135 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 168 | ◎499.999182500
00:01:40 | Processed Slot: 166 | Confirmed Slot: 166 | Finalized Slot: 135 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 168 | ◎499.999182500
00:01:40 | Processed Slot: 166 | Confirmed Slot: 166 | Finalized Slot: 135 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 168 | ◎499.999182500
00:01:41 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:41 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:41 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:41 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:42 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:42 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:42 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:42 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:43 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:43 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:43 | Processed Slot: 167 | Confirmed Slot: 167 | Finalized Slot: 136 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 169 | ◎499.999177500
00:01:43 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:44 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:44 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:44 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:44 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:45 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:45 | Processed Slot: 168 | Confirmed Slot: 168 | Finalized Slot: 137 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 170 | ◎499.999172500
00:01:45 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:45 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:46 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:46 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:46 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:46 | Processed Slot: 169 | Confirmed Slot: 169 | Finalized Slot: 138 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 171 | ◎499.999167500
00:01:47 | Processed Slot: 170 | Confirmed Slot: 170 | Finalized Slot: 139 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 172 | ◎499.999162500
00:01:47 | Processed Slot: 170 | Confirmed Slot: 170 | Finalized Slot: 139 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 172 | ◎499.999162500
00:01:47 | Processed Slot: 170 | Confirmed Slot: 170 | Finalized Slot: 139 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 172 | ◎499.999162500
00:01:48 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:48 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:48 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:48 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:49 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:49 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:49 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:49 | Processed Slot: 171 | Confirmed Slot: 171 | Finalized Slot: 140 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 173 | ◎499.999157500
00:01:50 | Processed Slot: 172 | Confirmed Slot: 172 | Finalized Slot: 141 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 174 | ◎499.999152500
00:01:50 | Processed Slot: 172 | Confirmed Slot: 172 | Finalized Slot: 141 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 174 | ◎499.999152500
00:01:50 | Processed Slot: 172 | Confirmed Slot: 172 | Finalized Slot: 141 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 174 | ◎499.999152500
00:01:50 | Processed Slot: 172 | Confirmed Slot: 172 | Finalized Slot: 141 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 174 | ◎499.999152500
00:01:51 | Processed Slot: 172 | Confirmed Slot: 172 | Finalized Slot: 141 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 174 | ◎499.999152500
00:01:51 | Processed Slot: 173 | Confirmed Slot: 173 | Finalized Slot: 142 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 175 | ◎499.999147500
00:01:51 | Processed Slot: 173 | Confirmed Slot: 173 | Finalized Slot: 142 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 175 | ◎499.999147500
00:01:51 | Processed Slot: 174 | Confirmed Slot: 174 | Finalized Slot: 143 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 176 | ◎499.999142500
00:01:52 | Processed Slot: 174 | Confirmed Slot: 174 | Finalized Slot: 143 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 176 | ◎499.999142500
00:01:52 | Processed Slot: 174 | Confirmed Slot: 174 | Finalized Slot: 143 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 176 | ◎499.999142500
00:01:52 | Processed Slot: 175 | Confirmed Slot: 175 | Finalized Slot: 144 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 177 | ◎499.999137500
00:01:52 | Processed Slot: 175 | Confirmed Slot: 175 | Finalized Slot: 144 | Full Snapshot Slot: 100 | Incremental Snapshot Slot: - | Transactions: 177 | ◎499.999137500
